BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_035301465.1_ASM3530146v1_genomic-NZ_DATGUE010000144.1.region001	NZ_DATGUE010000144.1	NZ_DATGUE010000144.1 MAG: Virgibacillus sp. isolate SMAG_U10521 k141_625507, whole genome shotgun sequence	ectoine	Others		
GCF_035301465.1_ASM3530146v1_genomic-NZ_DATGUE010000167.1.region001	NZ_DATGUE010000167.1	NZ_DATGUE010000167.1 MAG: Virgibacillus sp. isolate SMAG_U10521 k141_1327950, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_035301465.1_ASM3530146v1_genomic-NZ_DATGUE010000250.1.region001	NZ_DATGUE010000250.1	NZ_DATGUE010000250.1 MAG: Virgibacillus sp. isolate SMAG_U10521 k141_1015981, whole genome shotgun sequence	terpene	Terpene		
GCF_035770845.1_ASM3577084v1_genomic-NZ_JAYDXT010000002.1.region001	NZ_JAYDXT010000002.1	NZ_JAYDXT010000002.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_2_length_353565_cov_76.765398, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_035770845.1_ASM3577084v1_genomic-NZ_JAYDXT010000003.1.region001	NZ_JAYDXT010000003.1	NZ_JAYDXT010000003.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_3_length_300447_cov_74.742331, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035770845.1_ASM3577084v1_genomic-NZ_JAYDXT010000007.1.region001	NZ_JAYDXT010000007.1	NZ_JAYDXT010000007.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_7_length_167461_cov_93.217279, whole genome shotgun sequence	terpene	Terpene		
GCF_035770845.1_ASM3577084v1_genomic-NZ_JAYDXT010000009.1.region001	NZ_JAYDXT010000009.1	NZ_JAYDXT010000009.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_9_length_145638_cov_77.858011, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_035770845.1_ASM3577084v1_genomic-NZ_JAYDXT010000016.1.region001	NZ_JAYDXT010000016.1	NZ_JAYDXT010000016.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_16_length_92126_cov_92.509261, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_035770845.1_ASM3577084v1_genomic-NZ_JAYDXT010000049.1.region001	NZ_JAYDXT010000049.1	NZ_JAYDXT010000049.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_49_length_25347_cov_107.437040, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_035770985.1_ASM3577098v1_genomic-NZ_JAYDXX010000001.1.region001	NZ_JAYDXX010000001.1	NZ_JAYDXX010000001.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_1_length_353565_cov_123.685078, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_035770985.1_ASM3577098v1_genomic-NZ_JAYDXX010000003.1.region001	NZ_JAYDXX010000003.1	NZ_JAYDXX010000003.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_3_length_232567_cov_163.142105, whole genome shotgun sequence	terpene	Terpene		
GCF_035770985.1_ASM3577098v1_genomic-NZ_JAYDXX010000006.1.region001	NZ_JAYDXX010000006.1	NZ_JAYDXX010000006.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_6_length_210430_cov_118.878238, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035770985.1_ASM3577098v1_genomic-NZ_JAYDXX010000011.1.region001	NZ_JAYDXX010000011.1	NZ_JAYDXX010000011.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_11_length_124509_cov_121.375804, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_035770985.1_ASM3577098v1_genomic-NZ_JAYDXX010000017.1.region001	NZ_JAYDXX010000017.1	NZ_JAYDXX010000017.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_17_length_92128_cov_152.921467, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_035770985.1_ASM3577098v1_genomic-NZ_JAYDXX010000047.1.region001	NZ_JAYDXX010000047.1	NZ_JAYDXX010000047.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_47_length_25347_cov_189.251207, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_035771525.1_ASM3577152v1_genomic-NZ_JAYDXW010000001.1.region001	NZ_JAYDXW010000001.1	NZ_JAYDXW010000001.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_1_length_353565_cov_95.435511, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_035771525.1_ASM3577152v1_genomic-NZ_JAYDXW010000004.1.region001	NZ_JAYDXW010000004.1	NZ_JAYDXW010000004.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_4_length_232567_cov_120.790103, whole genome shotgun sequence	terpene	Terpene		
GCF_035771525.1_ASM3577152v1_genomic-NZ_JAYDXW010000006.1.region001	NZ_JAYDXW010000006.1	NZ_JAYDXW010000006.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_6_length_210430_cov_92.659268, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035771525.1_ASM3577152v1_genomic-NZ_JAYDXW010000010.1.region001	NZ_JAYDXW010000010.1	NZ_JAYDXW010000010.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_10_length_145638_cov_98.816105, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_035771525.1_ASM3577152v1_genomic-NZ_JAYDXW010000016.1.region001	NZ_JAYDXW010000016.1	NZ_JAYDXW010000016.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_16_length_92128_cov_113.769725, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_035771525.1_ASM3577152v1_genomic-NZ_JAYDXW010000046.1.region001	NZ_JAYDXW010000046.1	NZ_JAYDXW010000046.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_46_length_25348_cov_130.551937, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_035771535.1_ASM3577153v1_genomic-NZ_JAYDXV010000001.1.region001	NZ_JAYDXV010000001.1	NZ_JAYDXV010000001.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_1_length_543635_cov_81.886489, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_035771535.1_ASM3577153v1_genomic-NZ_JAYDXV010000004.1.region001	NZ_JAYDXV010000004.1	NZ_JAYDXV010000004.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_4_length_232567_cov_103.977741, whole genome shotgun sequence	terpene	Terpene		
GCF_035771535.1_ASM3577153v1_genomic-NZ_JAYDXV010000006.1.region001	NZ_JAYDXV010000006.1	NZ_JAYDXV010000006.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_6_length_210430_cov_76.541746, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035771535.1_ASM3577153v1_genomic-NZ_JAYDXV010000010.1.region001	NZ_JAYDXV010000010.1	NZ_JAYDXV010000010.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_10_length_124509_cov_80.201877, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_035771535.1_ASM3577153v1_genomic-NZ_JAYDXV010000016.1.region001	NZ_JAYDXV010000016.1	NZ_JAYDXV010000016.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_16_length_92128_cov_101.979881, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_035771535.1_ASM3577153v1_genomic-NZ_JAYDXV010000044.1.region001	NZ_JAYDXV010000044.1	NZ_JAYDXV010000044.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_44_length_25348_cov_120.442167, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_035771545.1_ASM3577154v1_genomic-NZ_JAYDXU010000001.1.region001	NZ_JAYDXU010000001.1	NZ_JAYDXU010000001.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_1_length_353565_cov_96.584453, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_035771545.1_ASM3577154v1_genomic-NZ_JAYDXU010000003.1.region001	NZ_JAYDXU010000003.1	NZ_JAYDXU010000003.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_3_length_300448_cov_94.240030, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035771545.1_ASM3577154v1_genomic-NZ_JAYDXU010000004.1.region001	NZ_JAYDXU010000004.1	NZ_JAYDXU010000004.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_4_length_232368_cov_130.027780, whole genome shotgun sequence	terpene	Terpene		
GCF_035771545.1_ASM3577154v1_genomic-NZ_JAYDXU010000012.1.region001	NZ_JAYDXU010000012.1	NZ_JAYDXU010000012.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_12_length_124509_cov_95.892688, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_035771545.1_ASM3577154v1_genomic-NZ_JAYDXU010000018.1.region001	NZ_JAYDXU010000018.1	NZ_JAYDXU010000018.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_18_length_92126_cov_116.371976, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_035771545.1_ASM3577154v1_genomic-NZ_JAYDXU010000044.1.region001	NZ_JAYDXU010000044.1	NZ_JAYDXU010000044.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_44_length_25347_cov_141.798496, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_035812655.1_ASM3581265v1_genomic-NZ_JARSOU010000001.1.region001	NZ_JARSOU010000001.1	NZ_JARSOU010000001.1 Virgibacillus halodenitrificans strain B-3766 B-03766_S340_contig_0000001, whole genome shotgun sequence	T3PKS	PKSother		
GCF_035812655.1_ASM3581265v1_genomic-NZ_JARSOU010000006.1.region001	NZ_JARSOU010000006.1	NZ_JARSOU010000006.1 Virgibacillus halodenitrificans strain B-3766 B-03766_S340_contig_0000006, whole genome shotgun sequence	terpene	Terpene		
GCF_035812655.1_ASM3581265v1_genomic-NZ_JARSOU010000008.1.region001	NZ_JARSOU010000008.1	NZ_JARSOU010000008.1 Virgibacillus halodenitrificans strain B-3766 B-03766_S340_contig_0000008, whole genome shotgun sequence	ectoine	Others		
GCF_035812655.1_ASM3581265v1_genomic-NZ_JARSOU010000017.1.region001	NZ_JARSOU010000017.1	NZ_JARSOU010000017.1 Virgibacillus halodenitrificans strain B-3766 B-03766_S340_contig_0000017, whole genome shotgun sequence	terpene	Terpene		
GCF_035812655.1_ASM3581265v1_genomic-NZ_JARSOU010000023.1.region001	NZ_JARSOU010000023.1	NZ_JARSOU010000023.1 Virgibacillus halodenitrificans strain B-3766 B-03766_S340_contig_0000023, whole genome shotgun sequence	T3PKS	PKSother		
GCF_036026595.1_ASM3602659v1_genomic-NZ_JARZFX010000001.1.region001	NZ_JARZFX010000001.1	NZ_JARZFX010000001.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_1, whole genome shotgun sequence	T3PKS	PKSother		
GCF_036026595.1_ASM3602659v1_genomic-NZ_JARZFX010000001.1.region002	NZ_JARZFX010000001.1	NZ_JARZFX010000001.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_1, whole genome shotgun sequence	betalactone	Others		
GCF_036026595.1_ASM3602659v1_genomic-NZ_JARZFX010000003.1.region001	NZ_JARZFX010000003.1	NZ_JARZFX010000003.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_3, whole genome shotgun sequence	T3PKS	PKSother		
GCF_036026595.1_ASM3602659v1_genomic-NZ_JARZFX010000004.1.region001	NZ_JARZFX010000004.1	NZ_JARZFX010000004.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_4, whole genome shotgun sequence	lassopeptide	RiPPs		
GCF_036026595.1_ASM3602659v1_genomic-NZ_JARZFX010000011.1.region001	NZ_JARZFX010000011.1	NZ_JARZFX010000011.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_11, whole genome shotgun sequence	ectoine	Others		
GCF_036026595.1_ASM3602659v1_genomic-NZ_JARZFX010000014.1.region001	NZ_JARZFX010000014.1	NZ_JARZFX010000014.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_14, whole genome shotgun sequence	thioamide-NRP.terpene	Others		
GCF_036219765.1_ASM3621976v1_genomic-NZ_JARMSE010000010.1.region001	NZ_JARMSE010000010.1	NZ_JARMSE010000010.1 Virgibacillus pantothenticus strain NRS-1593 NRS-1593_S1184_genome_contig_0000010, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_036219765.1_ASM3621976v1_genomic-NZ_JARMSE010000024.1.region001	NZ_JARMSE010000024.1	NZ_JARMSE010000024.1 Virgibacillus pantothenticus strain NRS-1593 NRS-1593_S1184_genome_contig_0000024, whole genome shotgun sequence	ectoine	Others		
GCF_036219765.1_ASM3621976v1_genomic-NZ_JARMSE010000026.1.region001	NZ_JARMSE010000026.1	NZ_JARMSE010000026.1 Virgibacillus pantothenticus strain NRS-1593 NRS-1593_S1184_genome_contig_0000026, whole genome shotgun sequence	terpene	Terpene		
GCF_036219765.1_ASM3621976v1_genomic-NZ_JARMSE010000067.1.region001	NZ_JARMSE010000067.1	NZ_JARMSE010000067.1 Virgibacillus pantothenticus strain NRS-1593 NRS-1593_S1184_genome_contig_0000067, whole genome shotgun sequence	T3PKS	PKSother		
GCF_036219765.1_ASM3621976v1_genomic-NZ_JARMSE010000093.1.region001	NZ_JARMSE010000093.1	NZ_JARMSE010000093.1 Virgibacillus pantothenticus strain NRS-1593 NRS-1593_S1184_genome_contig_0000093, whole genome shotgun sequence	T3PKS	PKSother		
GCF_036219765.1_ASM3621976v1_genomic-NZ_JARMSE010000150.1.region001	NZ_JARMSE010000150.1	NZ_JARMSE010000150.1 Virgibacillus pantothenticus strain NRS-1593 NRS-1593_S1184_genome_contig_0000150, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_036543105.1_ASM3654310v1_genomic-NZ_JAZHPM010000005.1.region001	NZ_JAZHPM010000005.1	NZ_JAZHPM010000005.1 Virgibacillus dokdonensis strain T4.6 5_T4.6, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_036543105.1_ASM3654310v1_genomic-NZ_JAZHPM010000006.1.region001	NZ_JAZHPM010000006.1	NZ_JAZHPM010000006.1 Virgibacillus dokdonensis strain T4.6 6_T4.6, whole genome shotgun sequence	terpene	Terpene		
GCF_036543105.1_ASM3654310v1_genomic-NZ_JAZHPM010000010.1.region001	NZ_JAZHPM010000010.1	NZ_JAZHPM010000010.1 Virgibacillus dokdonensis strain T4.6 10_T4.6, whole genome shotgun sequence	T3PKS	PKSother		
GCF_036543105.1_ASM3654310v1_genomic-NZ_JAZHPM010000013.1.region001	NZ_JAZHPM010000013.1	NZ_JAZHPM010000013.1 Virgibacillus dokdonensis strain T4.6 13_T4.6, whole genome shotgun sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids		
GCF_036543105.1_ASM3654310v1_genomic-NZ_JAZHPM010000014.1.region001	NZ_JAZHPM010000014.1	NZ_JAZHPM010000014.1 Virgibacillus dokdonensis strain T4.6 14_T4.6, whole genome shotgun sequence	ectoine	Others		
GCF_036543105.1_ASM3654310v1_genomic-NZ_JAZHPM010000036.1.region001	NZ_JAZHPM010000036.1	NZ_JAZHPM010000036.1 Virgibacillus dokdonensis strain T4.6 36_T4.6, whole genome shotgun sequence	T3PKS	PKSother		
GCF_036543105.1_ASM3654310v1_genomic-NZ_JAZHPM010000041.1.region001	NZ_JAZHPM010000041.1	NZ_JAZHPM010000041.1 Virgibacillus dokdonensis strain T4.6 41_T4.6, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000025.1.region001	NZ_BAAACY010000025.1	NZ_BAAACY010000025.1 Virgibacillus salarius strain JCM 12946 sequence025, whole genome shotgun sequence	NRPS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000026.1.region001	NZ_BAAACY010000026.1	NZ_BAAACY010000026.1 Virgibacillus salarius strain JCM 12946 sequence026, whole genome shotgun sequence	NRPS	NRPS		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000033.1.region001	NZ_BAAACY010000033.1	NZ_BAAACY010000033.1 Virgibacillus salarius strain JCM 12946 sequence033, whole genome shotgun sequence	terpene	Terpene		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000053.1.region001	NZ_BAAACY010000053.1	NZ_BAAACY010000053.1 Virgibacillus salarius strain JCM 12946 sequence053, whole genome shotgun sequence	NRP-metallophore.NRPS	Others		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000071.1.region001	NZ_BAAACY010000071.1	NZ_BAAACY010000071.1 Virgibacillus salarius strain JCM 12946 sequence071, whole genome shotgun sequence	NRPS	NRPS		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000072.1.region001	NZ_BAAACY010000072.1	NZ_BAAACY010000072.1 Virgibacillus salarius strain JCM 12946 sequence072, whole genome shotgun sequence	NRPS	NRPS		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000110.1.region001	NZ_BAAACY010000110.1	NZ_BAAACY010000110.1 Virgibacillus salarius strain JCM 12946 sequence110, whole genome shotgun sequence	T3PKS	PKSother		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000114.1.region001	NZ_BAAACY010000114.1	NZ_BAAACY010000114.1 Virgibacillus salarius strain JCM 12946 sequence114, whole genome shotgun sequence	RRE-containing	RiPPs		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000133.1.region001	NZ_BAAACY010000133.1	NZ_BAAACY010000133.1 Virgibacillus salarius strain JCM 12946 sequence133, whole genome shotgun sequence	T3PKS	PKSother		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000134.1.region001	NZ_BAAACY010000134.1	NZ_BAAACY010000134.1 Virgibacillus salarius strain JCM 12946 sequence134, whole genome shotgun sequence	terpene	Terpene		
GCF_039521925.1_ASM3952192v1_genomic-NZ_BAAACY010000145.1.region001	NZ_BAAACY010000145.1	NZ_BAAACY010000145.1 Virgibacillus salarius strain JCM 12946 sequence145, whole genome shotgun sequence	ectoine	Others		
GCF_042675685.1_ASM4267568v1_genomic-NZ_JBHTJK010000001.1.region001	NZ_JBHTJK010000001.1	NZ_JBHTJK010000001.1 Virgibacillus natechei strain CCUG 62224 GCM70027499_47, whole genome shotgun sequence	T3PKS	PKSother		
GCF_042675685.1_ASM4267568v1_genomic-NZ_JBHTJK010000002.1.region001	NZ_JBHTJK010000002.1	NZ_JBHTJK010000002.1 Virgibacillus natechei strain CCUG 62224 GCM70027499_46, whole genome shotgun sequence	terpene	Terpene		
GCF_042675685.1_ASM4267568v1_genomic-NZ_JBHTJK010000005.1.region001	NZ_JBHTJK010000005.1	NZ_JBHTJK010000005.1 Virgibacillus natechei strain CCUG 62224 GCM70027499_7, whole genome shotgun sequence	betalactone.ectoine	Others		
GCF_042675685.1_ASM4267568v1_genomic-NZ_JBHTJK010000012.1.region001	NZ_JBHTJK010000012.1	NZ_JBHTJK010000012.1 Virgibacillus natechei strain CCUG 62224 GCM70027499_30, whole genome shotgun sequence	T3PKS	PKSother		
GCF_042676205.1_ASM4267620v1_genomic-NZ_JBHTJY010000004.1.region001	NZ_JBHTJY010000004.1	NZ_JBHTJY010000004.1 Virgibacillus alimentarius strain CCUG 59308 GCM70027485_59, whole genome shotgun sequence	betalactone	Others		
GCF_042676205.1_ASM4267620v1_genomic-NZ_JBHTJY010000012.1.region001	NZ_JBHTJY010000012.1	NZ_JBHTJY010000012.1 Virgibacillus alimentarius strain CCUG 59308 GCM70027485_9, whole genome shotgun sequence	T3PKS	PKSother		
GCF_042676205.1_ASM4267620v1_genomic-NZ_JBHTJY010000023.1.region001	NZ_JBHTJY010000023.1	NZ_JBHTJY010000023.1 Virgibacillus alimentarius strain CCUG 59308 GCM70027485_34, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_042676205.1_ASM4267620v1_genomic-NZ_JBHTJY010000030.1.region001	NZ_JBHTJY010000030.1	NZ_JBHTJY010000030.1 Virgibacillus alimentarius strain CCUG 59308 GCM70027485_54, whole genome shotgun sequence	terpene	Terpene		
GCF_042676205.1_ASM4267620v1_genomic-NZ_JBHTJY010000033.1.region001	NZ_JBHTJY010000033.1	NZ_JBHTJY010000033.1 Virgibacillus alimentarius strain CCUG 59308 GCM70027485_31, whole genome shotgun sequence	ectoine	Others		
GCF_042676205.1_ASM4267620v1_genomic-NZ_JBHTJY010000043.1.region001	NZ_JBHTJY010000043.1	NZ_JBHTJY010000043.1 Virgibacillus alimentarius strain CCUG 59308 GCM70027485_25, whole genome shotgun sequence	T3PKS	PKSother		
GCF_044793635.1_ASM4479363v1_genomic-NZ_CP084992.1.region001	NZ_CP084992.1	NZ_CP084992.1 Virgibacillus necropolis strain WLG-406 chromosome, complete genome	betalactone	Others		
GCF_044793635.1_ASM4479363v1_genomic-NZ_CP084992.1.region002	NZ_CP084992.1	NZ_CP084992.1 Virgibacillus necropolis strain WLG-406 chromosome, complete genome	T3PKS	PKSother		
GCF_044793635.1_ASM4479363v1_genomic-NZ_CP084992.1.region003	NZ_CP084992.1	NZ_CP084992.1 Virgibacillus necropolis strain WLG-406 chromosome, complete genome	terpene	Terpene		
GCF_044793635.1_ASM4479363v1_genomic-NZ_CP084992.1.region004	NZ_CP084992.1	NZ_CP084992.1 Virgibacillus necropolis strain WLG-406 chromosome, complete genome	T3PKS	PKSother		
GCF_044793635.1_ASM4479363v1_genomic-NZ_CP084992.1.region005	NZ_CP084992.1	NZ_CP084992.1 Virgibacillus necropolis strain WLG-406 chromosome, complete genome	lassopeptide	RiPPs		
GCF_045368945.1_ASM4536894v1_genomic-NZ_JBIQFR010000001.1.region001	NZ_JBIQFR010000001.1	NZ_JBIQFR010000001.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_1_length_353565_cov_96.584453, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_045368945.1_ASM4536894v1_genomic-NZ_JBIQFR010000003.1.region001	NZ_JBIQFR010000003.1	NZ_JBIQFR010000003.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_3_length_300448_cov_94.240030, whole genome shotgun sequence	T3PKS	PKSother		
GCF_045368945.1_ASM4536894v1_genomic-NZ_JBIQFR010000004.1.region001	NZ_JBIQFR010000004.1	NZ_JBIQFR010000004.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_4_length_232368_cov_130.027780, whole genome shotgun sequence	terpene	Terpene		
GCF_045368945.1_ASM4536894v1_genomic-NZ_JBIQFR010000012.1.region001	NZ_JBIQFR010000012.1	NZ_JBIQFR010000012.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_12_length_124509_cov_95.892688, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_045368945.1_ASM4536894v1_genomic-NZ_JBIQFR010000018.1.region001	NZ_JBIQFR010000018.1	NZ_JBIQFR010000018.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_18_length_92126_cov_116.371976, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_045368945.1_ASM4536894v1_genomic-NZ_JBIQFR010000044.1.region001	NZ_JBIQFR010000044.1	NZ_JBIQFR010000044.1 Virgibacillus pantothenticus strain 179-I 6B3 NHS NODE_44_length_25347_cov_141.798496, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_045368955.1_ASM4536895v1_genomic-NZ_JBIQFS010000002.1.region001	NZ_JBIQFS010000002.1	NZ_JBIQFS010000002.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_2_length_353565_cov_76.765398, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_045368955.1_ASM4536895v1_genomic-NZ_JBIQFS010000003.1.region001	NZ_JBIQFS010000003.1	NZ_JBIQFS010000003.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_3_length_300447_cov_74.742331, whole genome shotgun sequence	T3PKS	PKSother		
GCF_045368955.1_ASM4536895v1_genomic-NZ_JBIQFS010000007.1.region001	NZ_JBIQFS010000007.1	NZ_JBIQFS010000007.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_7_length_167461_cov_93.217279, whole genome shotgun sequence	terpene	Terpene		
GCF_045368955.1_ASM4536895v1_genomic-NZ_JBIQFS010000009.1.region001	NZ_JBIQFS010000009.1	NZ_JBIQFS010000009.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_9_length_145638_cov_77.858011, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_045368955.1_ASM4536895v1_genomic-NZ_JBIQFS010000016.1.region001	NZ_JBIQFS010000016.1	NZ_JBIQFS010000016.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_16_length_92126_cov_92.509261, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_045368955.1_ASM4536895v1_genomic-NZ_JBIQFS010000049.1.region001	NZ_JBIQFS010000049.1	NZ_JBIQFS010000049.1 Virgibacillus pantothenticus strain 179-I 6B4 NHS NODE_49_length_25347_cov_107.437040, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_045368985.1_ASM4536898v1_genomic-NZ_JBIQFQ010000001.1.region001	NZ_JBIQFQ010000001.1	NZ_JBIQFQ010000001.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_1_length_543635_cov_81.886489, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_045368985.1_ASM4536898v1_genomic-NZ_JBIQFQ010000004.1.region001	NZ_JBIQFQ010000004.1	NZ_JBIQFQ010000004.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_4_length_232567_cov_103.977741, whole genome shotgun sequence	terpene	Terpene		
GCF_045368985.1_ASM4536898v1_genomic-NZ_JBIQFQ010000006.1.region001	NZ_JBIQFQ010000006.1	NZ_JBIQFQ010000006.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_6_length_210430_cov_76.541746, whole genome shotgun sequence	T3PKS	PKSother		
GCF_045368985.1_ASM4536898v1_genomic-NZ_JBIQFQ010000010.1.region001	NZ_JBIQFQ010000010.1	NZ_JBIQFQ010000010.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_10_length_124509_cov_80.201877, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_045368985.1_ASM4536898v1_genomic-NZ_JBIQFQ010000016.1.region001	NZ_JBIQFQ010000016.1	NZ_JBIQFQ010000016.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_16_length_92128_cov_101.979881, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_045368985.1_ASM4536898v1_genomic-NZ_JBIQFQ010000044.1.region001	NZ_JBIQFQ010000044.1	NZ_JBIQFQ010000044.1 Virgibacillus pantothenticus strain 179-I 6B2 NHS NODE_44_length_25348_cov_120.442167, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_045369025.1_ASM4536902v1_genomic-NZ_JBIQFN010000001.1.region001	NZ_JBIQFN010000001.1	NZ_JBIQFN010000001.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_1_length_353565_cov_95.435511, whole genome shotgun sequence	T3PKS.ectoine	Others		
